id_commande;id_client;date_commande;id_produit;quantite;prix_unitaire_applique;statut;mode_livraison;motif_annulation
CMD003232;C0161;2025-10-13;26;2;8,90;Livrée;retrait_ferme;
CMD003232;C0161;2025-10-13;18;3;4.20;Livrée;retrait_ferme;
CMD003232;C0161;2025-10-13;8;3;2,60;Livrée;retrait_ferme;
CMD003233;C0252;2025-10-13;32;2;2.20;livrée;point_relais;
CMD003233;C0252;2025-10-13;30;0.2;24,00;Livree;Point_relais;
CMD003233;C0252;2025-10-13;14;1.5;4.90;Livrée;point_relais;
CMD003233;C0252;2025-10-13;12;1;3.50;LIVREE;point_relais;
CMD003233;C0252;2025-10-13;35;1;4.13;Livree;point_relais;
CMD003234;C0133;2025-10-14;32;1;2.20;Livrée;domicile;
CMD003234;C0133;14/10/2025;33;2;4,45;livrée;domicile;
CMD003234;C0133;2025-10-14;2;0,5;2,80;LIVREE;domicile;
CMD003234;C0133;2025-10-14;11;0.5;3.20;Livrée;domicile;
CMD003235;C0062;14/10/2025;16;1;8.50;Livree;domicile;
CMD003235;C0062;2025-10-14;36;4;5.51;Livree;domicile;
CMD003235;C0062;2025-10-14;40;2;3.71;Livree;domicile;
CMD003235;C0062;2025-10-14;3;1;3.60;livrée;domicile;
CMD003236;C0066;2025-10-14;40;2;3.71;LIVREE;point_relais;
CMD003236;C0066;2025-10-14;16;1.5;8.50;Livree;point_relais;
CMD003236;C0066;2025-10-14;19;4;7.95;livrée;point_relais;
CMD003236;C0066;2025-10-14;37;1;3.10;livrée;point_relais;
CMD003236;C0066;2025-10-14;31;4;1,20;Livrée;point_relais;
CMD003237;C0173;2025-10-14;24;4;5.94;annulee;domicile;annulation client
CMD003238;C0018;2025-10-14;28;1;1.90;livrée;point_relais;
CMD003238;C0018;2025-10-14;37;2;3.10;livrée;point_relais;
CMD003239;C0181;2025-10-14;1;3;4.20;Livree;point_relais;
CMD003240;C0151;2025-10-14;22;1;5,09;Livrée;point_relais;
CMD003241;C0062;2025-10-14;31;4;1.20;LIVREE;retrait_ferme;
CMD003242;C0291;2025-10-14;26;1;8,90;Annulée;domicile;rupture de stock
CMD003242;C0291;2025-10-14;23;3;13.25;annulee;domicile;rupture de stock
CMD003243;C0227;2025-10-14;22;1;5.09;LIVREE;point_relais;
CMD003243;C0227;2025-10-14;40;3;3.71;livrée;Point_relais;
CMD003243;C0227;2025-10-14;11;1;3.20;Livree;point_relais;
CMD003243;C0227;2025-10-14;29;0,5;28,00;Livree;point_relais;
CMD003243;C0227;2025-10-14;2;1;2.80;livrée;point_relais;
CMD003244;C0254;2025-10-14;9;2;9.00;LIVREE;domicile;
CMD003245;C0103;14-10-25;15;1;5.80;livrée;retrait_ferme;
CMD003246;C0088;2025-10-14;32;2;2.20;annulee;domicile;annulation client
CMD003246;C0088;2025-10-14;23;2;13.25;Annulée;domicile;annulation client
CMD003246;C0088;14/10/2025;19;4;7.95;Annulée;domicile;annulation client
CMD003247;C0219;2025-10-15;12;3;3.50;LIVREE;point_relais;
CMD003248;C0203;2025-10-15;27;3;3,40;Livrée;domicile;
CMD003249;C0271;15-10-25;9;1.5;9.00;livrée;Point_relais;
CMD003250;C0088;2025-10-15;36;3;5.51;Livrée;point_relais;
CMD003250;C0088;2025-10-15;23;1;13.25;livrée;point_relais;
CMD003251;C0172;15/10/2025;23;1;13.25;livrée;point_relais;
CMD003252;C0074;2025-10-15;28;1;1.90;livrée;Point_relais;
CMD003253;C0270;2025-10-15;40;1;3.71;LIVREE;point_relais;
CMD003253;C0270;2025-10-15;24;2;5,94;Livrée;Point_relais;
CMD003253;C0270;15/10/2025;7;3;4,50;Livree;point_relais;
CMD003253;C0270;2025-10-15;3;1;3.60;Livrée;point_relais;
CMD003254;C0059;2025-10-15;28;4;1,90;LIVREE;domicile;
CMD003254;C0059;2025-10-15;10;2;2.90;LIVREE;domicile;
CMD003255;C0198;2025-10-15;9;1;9.00;Livree;domicile;
CMD003255;C0198;2025-10-15;26;4;8.90;Livrée;domicile;
CMD003255;C0198;2025-10-15;35;2;4.13;LIVREE;domicile;
CMD003255;C0198;2025-10-15;32;2;2,20;LIVREE;domicile;
CMD003256;C0045;2025-10-15;37;2;3.10;Livree;domicile;
CMD003256;C0045;2025-10-15;13;2;5.40;LIVREE;domicile;
CMD003256;C0045;15-10-25;26;2;8.90;livrée;domicile;
CMD003256;C0045;2025-10-15;19;2;7.95;livrée;domicile;
CMD003257;C0253;2025-10-15;1;2;4,20;annulée;domicile;rupture de stock
CMD003257;C0253;2025-10-15;34;1;5,09;ANNULEE;domicile;rupture de stock
CMD003257;C0253;2025-10-15;8;1,5;2.60;annulée;domicile;rupture de stock
CMD003257;C0253;2025-10-15;35;4;4.13;Annulée;domicile;rupture de stock
CMD003258;C0208;2025-10-15;14;1;4.90;Livree;point_relais;
CMD003258;C0208;2025-10-15;27;2;3.40;livrée;point_relais;
CMD003259;C0031;16-10-25;8;3;2.60;LIVREE;retrait_ferme;
CMD003259;C0031;2025-10-16;1;2;4.20;Livrée;retrait_ferme;
CMD003259;C0031;2025-10-16;21;2;10.49;Livree;Retrait_ferme;
CMD003260;C0298;2025-10-16;32;2;2.20;Livree;point_relais;
CMD003260;C0298;2025-10-16;25;4;5.19;Livree;point_relais;
CMD003260;C0298;2025-10-16;19;1;7.95;LIVREE;point_relais;
CMD003260;C0298;2025-10-16;9;1,5;9.00;livrée;point_relais;
CMD003261;C0025;2025-10-16;16;1,5;8.50;LIVREE;domicile;
CMD003261;C0025;2025-10-16;32;1;2,20;livrée;domicile;
CMD003261;C0025;2025-10-16;35;1;4.13;LIVREE;domicile;
CMD003261;C0025;2025-10-16;35;1;4.13;LIVREE;domicile;
CMD003262;C0070;2025-10-16;37;2;3.10;Livree;domicile;
CMD003263;C0120;2025-10-16;38;3;5.60;Livrée;retrait_ferme;
CMD003263;C0120;16/10/2025;13;1;5.40;LIVREE;Retrait_ferme;
CMD003263;C0120;2025-10-16;25;1;5.19;Livrée;retrait_ferme;
CMD003263;C0120;2025-10-16;21;2;10.49;livrée;retrait_ferme;
CMD003263;C0120;16/10/2025;18;1;4.20;Livree;retrait_ferme;
CMD003264;C0161;2025-10-16;31;2;1.20;Livrée;domicile;
CMD003264;C0161;2025-10-16;23;3;13.25;Livree;domicile;
CMD003265;C0203;2025-10-16;15;0.5;5.80;Livrée;domicile;
CMD003266;C0199;2025-10-16;21;2;10,49;Livrée;point_relais;
CMD003266;C0199;2025-10-16;16;1.5;8.50;LIVREE;point_relais;
CMD003267;C0226;2025-10-16;30;0.2;24.00;Livrée;Domicile;
CMD003267;C0226;16/10/2025;5;1,5;1.90;Livrée;domicile;
CMD003267;C0226;2025-10-16;7;0,5;4.50;livrée;domicile;
CMD003268;C0038;2025-10-16;9;0.5;9.00;livrée;domicile;
CMD003268;C0038;2025-10-16;18;1;4,20;livrée;domicile;
CMD003268;C0038;2025-10-16;2;1;2.80;livrée;domicile;
CMD003269;C0094;2025-10-16;10;3;2.90;Livrée;retrait_ferme;
CMD003270;C0277;2025-10-17;25;1;5,19;livrée;point_relais;
CMD003270;C0277;17/10/2025;5;1;1.90;Livree;point_relais;
CMD003270;C0277;2025-10-17;12;1;3.50;Livrée;point_relais;
CMD003271;C0107;17/10/2025;9;1;9.00;Livrée;point_relais;
CMD003271;C0107;2025-10-17;4;0,5;2,10;Livrée;Point_relais;
CMD003271;C0107;2025-10-17;35;4;4,13;Livree;point_relais;
CMD003272;C0097;2025-10-17;35;4;4.13;Livree;point_relais;
CMD003272;C0097;17/10/2025;14;0.5;4,90;Livrée;point_relais;
CMD003273;C0005;2025-10-17;34;4;5,09;Livrée;domicile;
CMD003273;C0005;2025-10-17;32;4;2.20;LIVREE;domicile;
CMD003273;C0005;2025-10-17;15;3;5.80;livrée;domicile;
CMD003274;C0260;2025-10-17;26;1;8,90;Livree;point_relais;
CMD003274;C0260;2025-10-17;2;1;2.80;Livree;point_relais;
CMD003275;C0004;2025-10-17;12;0.5;3.50;LIVREE;domicile;
CMD003275;C0004;17-10-25;36;3;5.51;Livree;domicile;
CMD003276;C0185;2025-10-17;13;2;5.40;Livree;point_relais;
CMD003276;C0185;2025-10-17;36;1;5,51;LIVREE;point_relais;
CMD003276;C0185;2025-10-17;15;1,5;5.80;livrée;point_relais;
CMD003277;C0152;2025-10-17;14;0.5;4.90;LIVREE;Retrait_ferme;
CMD003278;C0260;2025-10-17;2;0,5;2.80;Livrée;domicile;
CMD003278;C0260;17/10/2025;15;0.5;5.80;LIVREE;domicile;
CMD003279;C0274;2025-10-17;32;2;2,20;LIVREE;domicile;
CMD003280;C0046;2025-10-17;22;3;5.09;Livree;point_relais;
CMD003280;C0046;2025-10-17;37;4;3,10;LIVREE;point_relais;
CMD003281;C0138;2025-10-18;8;1;2.60;livrée;point_relais;
CMD003282;C0216;2025-10-18;17;2;3,00;Livree;retrait_ferme;
CMD003282;C0216;2025-10-18;30;0.5;24.00;livrée;retrait_ferme;
CMD003282;C0216;2025-10-18;7;3;4,50;LIVREE;retrait_ferme;
CMD003282;C0216;2025-10-18;14;2;4,90;LIVREE;retrait_ferme;
CMD003283;C0033;2025-10-18;1;1;4.20;livrée;retrait_ferme;
CMD003283;C0033;2025-10-18;14;1;4.90;LIVREE;retrait_ferme;
CMD003283;C0033;2025-10-18;9;1,5;9.00;Livree;retrait_ferme;
CMD003284;C0037;2025-10-18;30;0.5;24.00;Livrée;Domicile;
CMD003284;C0037;2025-10-18;32;2;2.20;Livree;domicile;
CMD003285;C0260;2025-10-18;30;0.5;24.00;LIVREE;point_relais;
CMD003286;C0158;2025-10-18;24;2;5,94;Livree;domicile;
CMD003286;C0158;2025-10-18;36;2;5.51;LIVREE;domicile;
CMD003287;C0098;2025-10-18;12;0.5;3.50;LIVREE;retrait_ferme;
CMD003288;C0045;2025-10-18;10;1.5;2.90;LIVREE;Domicile;
CMD003288;C0045;2025-10-18;4;1.5;2.10;Livree;domicile;
CMD003289;C0245;2025-10-18;33;1;4.45;Annulée;point_relais;rupture de stock
CMD003289;C0245;2025-10-18;6;1;1.40;annulée;point_relais;rupture de stock
CMD003289;C0245;2025-10-18;10;1.5;2,90;ANNULEE;point_relais;rupture de stock
CMD003289;C0245;2025-10-18;18;2;4.20;Annulée;point_relais;rupture de stock
CMD003290;C0301;2025-10-18;40;1;3.71;LIVREE;domicile;
CMD003290;C0301;2025-10-18;30;0.5;24.00;Livrée;domicile;
CMD003291;C0982;2025-10-19;20;2;8.69;Annulée;domicile;annulation client
CMD003291;C0097;19/10/2025;5;1,5;1.90;Annulée;domicile;annulation client
CMD003291;C0097;2025-10-19;31;2;1,20;annulee;domicile;annulation client
CMD003291;C0097;2025-10-19;8;2;2,60;annulee;domicile;annulation client
CMD003291;C0097;2025-10-19;36;3;5.51;annulée;domicile;annulation client
CMD003292;C0037;2025-10-19;4;3;2.10;Livrée;point_relais;
CMD003292;C0037;2025-10-19;40;1;3.71;livrée;point_relais;
CMD003292;C0037;2025-10-19;28;3;1.90;LIVREE;point_relais;
CMD003293;C0145;2025-10-19;21;1;10.49;Livree;domicile;
CMD003293;C0145;2025-10-19;40;1;3,71;livrée;domicile;
CMD003293;C0145;2025-10-19;16;1.5;8.50;livrée;Domicile;
CMD003293;C0145;2025-10-19;34;3;5.09;Livrée;domicile;
CMD003293;C0145;2025-10-19;13;0.5;5.40;Livree;domicile;
CMD003294;C0247;19/10/2025;4;1,5;2.10;LIVREE;point_relais;
CMD003294;C0247;19/10/2025;36;2;5,51;Livrée;point_relais;
CMD003295;C0300;19-10-25;22;1;5.09;Livrée;domicile;
CMD003295;C0300;19/10/2025;31;2;1,20;livrée;domicile;
CMD003295;C0300;19/10/2025;16;2;8.50;LIVREE;domicile;
CMD003296;C0129;19-10-25;33;1;4.45;annulee;domicile;rupture de stock
CMD003296;C0129;2025-10-19;36;4;5.51;ANNULEE;domicile;rupture de stock
CMD003296;C0129;2025-10-19;17;1;3.00;Annulée;domicile;rupture de stock
CMD003297;C0276;2025-10-19;17;2;3,00;LIVREE;domicile;
CMD003297;C0276;2025-10-19;30;0.5;24.00;Livree;domicile;
CMD003297;C0276;2025-10-19;23;4;13.25;livrée;domicile;
CMD003298;C0161;2025-10-19;3;0,5;3.60;LIVREE;point_relais;
CMD003298;C0161;2025-10-19;11;3;3.20;LIVREE;point_relais;
CMD003299;C0053;2025-10-19;35;2;4.13;LIVREE;domicile;
CMD003299;C0053;2025-10-19;1;2;4.20;livrée;domicile;
CMD003300;C0107;2025-10-19;5;3;1,90;livrée;Point_relais;
CMD003301;C0227;2025-10-19;23;1;13.25;livrée;domicile;
CMD003301;C0227;2025-10-19;3;2;3.60;livrée;domicile;
CMD003301;C0227;2025-10-19;17;4;3.00;Livrée;domicile;
CMD003302;C0147;2025-10-19;29;0.2;28,00;Livrée;point_relais;
CMD003302;C0147;2025-10-19;25;3;5.19;Livree;point_relais;
CMD003302;C0147;2025-10-19;11;1.5;3.20;Livrée;point_relais;
CMD003303;C0257;2025-10-20;39;3;5.19;Livree;point_relais;
CMD003303;C0257;2025-10-20;16;2;8,50;Livree;point_relais;
CMD003304;C0052;2025-10-20;7;3;4,50;Livrée;domicile;
CMD003304;C0052;2025-10-20;19;1;7.95;Livrée;domicile;
CMD003304;C0052;2025-10-20;18;3;4.20;LIVREE;domicile;
CMD003304;C0052;20-10-25;25;1;5.19;Livree;domicile;
CMD003305;C0082;20/10/2025;3;1;3.60;Livree;point_relais;
CMD003305;C0082;2025-10-20;13;0.5;5.40;Livree;point_relais;
CMD003306;C0309;2025-10-20;23;2;13.25;livrée;point_relais;
CMD003307;C0282;2025-10-20;19;1;7.95;annulee;domicile;paiement refusé
CMD003307;C0282;20/10/2025;33;1;4.45;annulée;domicile;paiement refusé
CMD003308;C0207;2025-10-20;11;2;3.20;Livree;retrait_ferme;
CMD003308;C0207;2025-10-20;3;2;3.60;Livrée;retrait_ferme;
CMD003308;C0207;2025-10-20;10;2;2,90;livrée;retrait_ferme;
CMD003309;C0151;20/10/2025;15;1.5;5.80;Livree;point_relais;
CMD003309;C0151;2025-10-20;20;3;8.69;Livree;point_relais;
CMD003310;C0143;2025-10-20;15;1;5,80;Livrée;domicile;
CMD003310;C0143;2025-10-20;31;1;1,20;livrée;domicile;
CMD003310;C0143;20-10-25;7;0.5;4.50;LIVREE;domicile;
CMD003310;C0143;2025-10-20;35;1;4.13;livrée;domicile;
CMD003310;C0143;2025-10-20;39;0.5;5.19;LIVREE;domicile;
CMD003311;C0161;2025-10-20;39;0,5;5,19;LIVREE;point_relais;
CMD003311;C0161;2025-10-20;9;2;9.00;Livrée;point_relais;
CMD003312;C0031;2025-10-21;18;1;4.20;Annulée;point_relais;météo
CMD003312;C0031;2025-10-21;27;1;3.40;Annulée;point_relais;météo
CMD003312;C0031;2025-10-21;21;3;10.49;annulée;point_relais;météo
CMD003312;C0031;2025-10-21;38;1;5.60;annulée;point_relais;météo
CMD003313;C0032;2025-10-21;9;3;9,00;livrée;Domicile;
CMD003313;C0032;2025-10-21;3;0,5;3,60;livrée;domicile;
CMD003313;C0032;2025-10-21;2;3;2,80;LIVREE;domicile;
CMD003314;C0236;2025-10-21;11;1.5;3.20;Livrée;retrait_ferme;
CMD003314;C0236;2025-10-21;34;2;5.09;livrée;retrait_ferme;
CMD003315;C0100;2025-10-21;10;2;2.90;Livrée;retrait_ferme;
CMD003315;C0100;21/10/2025;18;2;4.20;livrée;retrait_ferme;
CMD003316;C0003;2025-10-21;24;3;5.94;Livree;domicile;
CMD003316;C0003;2025-10-21;7;0.5;4.50;livrée;domicile;
CMD003317;C0200;2025-10-21;34;1;5,09;LIVREE;domicile;
CMD003318;C0189;2025-10-21;26;2;8,90;Livrée;domicile;
CMD003319;C0094;2025-10-21;30;0.2;24.00;Livree;Domicile;
CMD003320;C0084;2025-10-21;33;3;4,45;Livree;domicile;
CMD003320;C0084;21/10/2025;5;0.5;1.90;Livrée;domicile;
CMD003320;C0084;2025-10-21;13;2;5,40;Livree;domicile;
CMD003320;C0084;2025-10-21;27;4;3.40;livrée;domicile;
CMD003320;C0084;21/10/2025;12;1,5;3.50;Livrée;Domicile;
CMD003321;C0172;21-10-25;14;0.5;4.90;Livrée;domicile;
CMD003321;C0172;2025-10-21;29;0.5;28.00;LIVREE;Domicile;
CMD003321;C0172;2025-10-21;25;2;5,19;LIVREE;domicile;
CMD003321;C0172;2025-10-21;25;2;5,19;LIVREE;domicile;
CMD003322;C0188;2025-10-21;25;2;5.19;LIVREE;retrait_ferme;
CMD003322;C0188;2025-10-21;12;1.5;3.50;Livree;retrait_ferme;
CMD003323;C0301;2025-10-21;29;0,5;28.00;LIVREE;domicile;
CMD003323;C0301;2025-10-21;14;3;4.90;livrée;Domicile;
CMD003323;C0301;21-10-25;3;1;3,60;LIVREE;domicile;
CMD003323;C0301;2025-10-21;1;3;4,20;LIVREE;domicile;
CMD003323;C0301;2025-10-21;20;2;8,69;Livrée;domicile;
CMD003324;C0032;2025-10-22;15;1;5.80;livrée;Point_relais;
CMD003324;C0032;2025-10-22;39;0.5;5.19;Livree;point_relais;
CMD003324;C0032;2025-10-22;30;0.5;24,00;Livree;point_relais;
CMD003325;C0141;2025-10-22;40;3;3.71;Livree;domicile;
CMD003325;C0141;2025-10-22;36;2;5.51;Livree;domicile;
CMD003325;C0141;22/10/2025;3;1;3,60;livrée;domicile;
CMD003325;C0141;2025-10-22;5;3;1.90;livrée;domicile;
CMD003326;C0199;2025-10-22;11;1;3.20;Livrée;domicile;
CMD003326;C0199;2025-10-22;5;3;1.90;Livrée;domicile;
CMD003326;C0199;22/10/2025;38;1;5.60;Livree;domicile;
CMD003327;C0021;2025-10-22;31;1;1.20;Livrée;point_relais;
CMD003327;C0021;2025-10-22;23;2;13.25;Livrée;point_relais;
CMD003328;C0097;2025-10-22;17;1;3.00;LIVREE;retrait_ferme;
CMD003328;C0097;2025-10-22;11;0.5;3.20;Livrée;retrait_ferme;
CMD003328;C0097;2025-10-22;15;1.5;5.80;Livree;retrait_ferme;
CMD003328;C0097;22-10-25;9;1.5;9.00;LIVREE;retrait_ferme;
CMD003329;C0166;2025-10-22;40;2;3.71;Livree;point_relais;
CMD003329;C0166;2025-10-22;37;N/A;3.10;LIVREE;point_relais;
CMD003329;C0166;2025-10-22;39;1;5,19;LIVREE;point_relais;
CMD003330;C0080;2025-10-22;13;3;5.40;Livrée;domicile;
CMD003330;C0080;2025-10-22;29;0.5;28.00;Livree;domicile;
CMD003330;C0080;22/10/2025;28;4;1.90;livrée;domicile;
CMD003331;C0287;2025-10-22;28;1;1,90;LIVREE;retrait_ferme;
CMD003331;C0287;2025-10-22;17;1;3.00;Livrée;retrait_ferme;
CMD003331;C0287;2025-10-22;20;3;8,69;livrée;retrait_ferme;
CMD003331;C0287;2025-10-22;9;2;9,00;LIVREE;retrait_ferme;
CMD003331;C0287;22/10/2025;4;1.5;2.10;LIVREE;retrait_ferme;
CMD003332;C0046;2025-10-22;6;2;1.40;ANNULEE;domicile;météo
CMD003332;C0046;2025-10-22;22;1;5.09;ANNULEE;Domicile;météo
CMD003333;C0252;2025-10-22;22;1;5.09;LIVREE;point_relais;
CMD003334;C0185;2025-10-22;3;1;3.60;livrée;retrait_ferme;
CMD003334;C0185;2025-10-22;26;4;8.90;Livree;retrait_ferme;
CMD003334;C0185;2025-10-22;1;2;4.20;LIVREE;retrait_ferme;
CMD003335;C0135;2025-10-22;13;2;5.40;annulee;domicile;météo
CMD003335;C0135;2025-10-22;15;1;5.80;annulee;domicile;météo
CMD003335;C0135;22-10-25;37;2;3.10;annulee;domicile;météo
CMD003335;C0997;2025-10-22;4;0.5;2.10;annulee;domicile;météo
CMD003336;C0110;2025-10-22;5;1;1.90;livrée;domicile;
CMD003336;C0110;2025-10-22;15;1,5;5.80;Livrée;domicile;
CMD003337;C0060;22/10/2025;3;3;3.60;Livrée;domicile;
CMD003337;C0060;2025-10-22;24;2;5.94;Livrée;domicile;
CMD003338;C0227;23/10/2025;31;1;1.20;annulee;domicile;météo
CMD003338;C0227;23/10/2025;4;2;2,10;ANNULEE;domicile;météo
CMD003338;C0227;23/10/2025;35;4;4,13;ANNULEE;domicile;météo
CMD003338;C0227;2025-10-23;19;1;7,95;ANNULEE;domicile;météo
CMD003339;C0200;2025-10-23;15;1;5,80;LIVREE;domicile;
CMD003339;C0200;23-10-25;17;1;3,00;LIVREE;domicile;
CMD003339;C0200;2025-10-23;12;3;3,50;Livrée;domicile;
CMD003339;C0200;2025-10-23;35;4;4.13;Livree;Domicile;
CMD003340;C0245;2025-10-23;23;4;13.25;LIVREE;domicile;
CMD003341;C0129;2025-10-23;15;1,5;5.80;Livree;domicile;
CMD003342;C0150;2025-10-23;28;1;1.90;Livree;point_relais;
CMD003342;C0150;2025-10-23;6;1;1.40;Livrée;point_relais;
CMD003342;C0150;2025-10-23;29;0,2;28,00;Livree;point_relais;
CMD003343;C0087;2025-10-23;18;2;4,20;LIVREE;Domicile;
CMD003343;C0087;2025-10-23;40;2;3.71;Livree;Domicile;
CMD003343;C0087;23/10/2025;4;1,5;2.10;LIVREE;domicile;
CMD003344;C0189;2025-10-23;11;1.5;3.20;livrée;domicile;
CMD003344;C0189;2025-10-23;18;4;4.20;livrée;domicile;
CMD003344;C0189;2025-10-23;35;3;4,13;livrée;domicile;
CMD003344;C0189;2025-10-23;35;3;4,13;livrée;domicile;
CMD003344;C0189;2025-10-23;5;2;1.90;LIVREE;domicile;
CMD003344;C0189;2025-10-23;13;0.5;5,40;livrée;domicile;
CMD003345;C0126;2025-10-23;32;4;2.20;annulée;point_relais;rupture de stock
CMD003345;C0126;23/10/2025;27;2;3.40;Annulée;point_relais;rupture de stock
CMD003345;C0126;2025-10-23;17;4;3,00;ANNULEE;point_relais;rupture de stock
CMD003346;C0023;2025-10-23;22;3;5.09;Livrée;domicile;
CMD003347;C0211;2025-10-24;24;1;5.94;Livrée;point_relais;
CMD003347;C0211;2025-10-24;28;3;1.90;Livrée;point_relais;
CMD003347;C0211;2025-10-24;33;2;4,45;LIVREE;point_relais;
CMD003348;C0044;2025-10-24;11;1,5;3.20;livrée;point_relais;
CMD003348;C0044;24/10/2025;18;1;4.20;LIVREE;point_relais;
CMD003348;C0044;2025-10-24;1;1.5;4.20;livrée;point_relais;
CMD003349;C0112;2025-10-24;20;1;8.69;ANNULEE;domicile;client absent
CMD003350;C0187;2025-10-24;4;2;2,10;Livrée;domicile;
CMD003350;C0187;2025-10-24;13;2;5.40;LIVREE;domicile;
CMD003350;C0187;2025-10-24;29;0.2;28.00;Livree;domicile;
CMD003351;C0011;2025-10-24;28;1;1.90;Livrée;retrait_ferme;
CMD003351;C0011;2025-10-24;6;1;1.40;LIVREE;retrait_ferme;
CMD003351;C0011;24/10/2025;14;2;4.90;LIVREE;retrait_ferme;
CMD003352;C0010;2025-10-24;8;1.5;2.60;Livrée;retrait_ferme;
CMD003352;C0010;2025-10-24;4;1;2.10;Livrée;retrait_ferme;
CMD003352;C0010;24/10/2025;21;2;10.49;LIVREE;retrait_ferme;
CMD003353;C0305;2025-10-24;27;1;3.40;Livree;domicile;
CMD003353;C0305;2025-10-24;29;0,5;28.00;Livree;domicile;
CMD003354;C0093;24/10/2025;14;1;4.90;livrée;domicile;
CMD003354;C0093;2025-10-24;36;1;5.51;Livrée;domicile;
CMD003355;C0046;2025-10-24;13;1;5,40;Livree;domicile;
CMD003355;C0046;2025-10-24;4;1.5;2.10;Livree;domicile;
CMD003355;C0046;2025-10-24;30;0.2;24.00;livrée;Domicile;
CMD003355;C0046;2025-10-24;38;1;5,60;livrée;domicile;
CMD003356;C0032;2025-10-24;14;3;4.90;Annulée;domicile;annulation client
CMD003356;C0032;2025-10-24;17;2;3,00;ANNULEE;domicile;annulation client
CMD003356;C0032;2025-10-24;3;2;3.60;annulee;Domicile;annulation client
CMD003356;C0032;2025-10-24;22;4;5.09;ANNULEE;domicile;annulation client
CMD003356;C0032;24/10/2025;28;1;1.90;Annulée;domicile;annulation client
CMD003357;C0084;2025-10-24;23;3;13.25;livrée;retrait_ferme;
CMD003357;C0084;2025-10-24;16;3;8.50;Livree;retrait_ferme;
CMD003357;C0084;2025-10-24;22;1;5.09;livrée;retrait_ferme;
CMD003357;C0084;2025-10-24;2;1;2,80;Livree;retrait_ferme;
CMD003358;C0076;2025-10-25;5;1.5;1.90;livrée;domicile;
CMD003358;C0076;2025-10-25;24;1;5,94;Livrée;domicile;
CMD003358;C0076;2025-10-25;14;2;4.90;livrée;domicile;
CMD003358;C0076;2025-10-25;35;4;4.13;livrée;domicile;
CMD003359;C0219;2025-10-25;35;1;4.13;Livrée;domicile;
CMD003359;C0219;2025-10-25;3;1,5;3,60;Livrée;domicile;
CMD003359;C0219;2025-10-25;1;1.5;4.20;Livree;domicile;
CMD003359;C0219;25/10/2025;8;2;2.60;livrée;domicile;
CMD003359;C0219;2025-10-25;5;3;1.90;LIVREE;domicile;
CMD003360;C0085;2025-10-25;30;0,2;24,00;Livrée;point_relais;
CMD003360;C0085;2025-10-25;2;1;2.80;Livree;point_relais;
CMD003360;C0085;2025-10-25;35;3;4.13;Livrée;point_relais;
CMD003361;C0098;2025-10-25;40;4;3.71;livrée;point_relais;
CMD003362;C0176;2025-10-25;23;1;13.25;Livree;domicile;
CMD003363;C0185;2025-10-25;10;1.5;2.90;LIVREE;point_relais;
CMD003363;C0185;2025-10-25;11;1.5;3.20;Livree;Point_relais;
CMD003363;C0185;2025-10-25;20;2;8,69;Livree;point_relais;
CMD003364;C0176;2025-10-25;13;2;5.40;LIVREE;domicile;
CMD003364;C0176;2025-10-25;2;1;2,80;Livrée;domicile;
CMD003365;C0253;2025-10-25;14;0.5;4.90;Livrée;domicile;
CMD003365;C0253;2025-10-25;24;1;5.94;Livrée;Domicile;
CMD003366;C0081;2025-10-25;27;1;3.40;Livree;domicile;
CMD003366;C0081;25/10/2025;16;0,5;8.50;livrée;domicile;
CMD003367;C0188;25-10-25;36;2;5.51;LIVREE;Domicile;
CMD003367;C0188;2025-10-25;24;2;5.94;LIVREE;domicile;
CMD003367;C0188;2025-10-25;37;1;3.10;livrée;domicile;
CMD003367;C0188;2025-10-25;2;0.5;2.80;LIVREE;domicile;
CMD003368;C0070;2025-10-25;16;0,5;8.50;Livrée;point_relais;
CMD003368;C0070;25/10/2025;34;1;5.09;LIVREE;point_relais;
CMD003369;C0211;2025-10-25;5;2;1,90;livrée;domicile;
CMD003369;C0211;2025-10-25;6;2;1.40;Livrée;domicile;
CMD003370;C0107;2025-10-26;22;1;5.09;LIVREE;Point_relais;
CMD003371;C0176;26-10-25;12;1;3.50;LIVREE;Retrait_ferme;
CMD003371;C0176;2025-10-26;37;1;3.10;Livrée;retrait_ferme;
CMD003371;C0176;2025-10-26;24;3;5,94;livrée;Retrait_ferme;
CMD003372;C0166;2025-10-26;10;1;2.90;Livree;domicile;
CMD003372;C0166;2025-10-26;29;0.2;28.00;Livree;domicile;
CMD003372;C0166;2025-10-26;3;0.5;3.60;LIVREE;domicile;
CMD003373;C0237;2025-10-26;1;3;4,20;livrée;domicile;
CMD003373;C0237;2025-10-26;2;0.5;2.80;Livree;domicile;
CMD003374;C0028;2025-10-26;37;2;3.10;Livrée;Domicile;
CMD003374;C0028;2025-10-26;7;0.5;4.50;livrée;domicile;
CMD003374;C0028;2025-10-26;21;2;10.49;livrée;domicile;
CMD003375;C0133;2025-10-26;10;1;2.90;Livree;domicile;
CMD003375;C0133;2025-10-26;40;4;3.71;livrée;domicile;
CMD003376;C0031;2025-10-26;38;3;5.60;livrée;point_relais;
CMD003376;C0031;2025-10-26;2;0.5;2.80;LIVREE;point_relais;
CMD003376;C0031;26/10/2025;33;1;4.45;livrée;point_relais;
